"year","weight","best_num_players","age_rec","games.MfgPlaytime","score"
1992,1,0,10,40,5.66036
2004,1.1374,4,7.58208955223881,20,7.0552
1975,1.9091,0,16,90,6.67105
1992,2.0526,0,12,180,5.59095
2004,3.6778,3,11.5454545454545,120,7.14211
2004,2.0312,0,14,90,5.72483
2004,2.8881,2,12.1578947368421,60,6.81561
1972,1,0,2.83333333333333,20,4.83743
2004,1.8469,4,7.63157894736842,45,7.13964
2004,1.4103,0,7,30,6.51071
1979,3.15,0,16,240,7.63689
1989,1,0,5,10,5.88231
1973,3.4,0,11,0,5.85
1972,1.5,0,8,60,6
1999,1.5,0,6,60,5.00403
1996,1.5,0,8,30,5.16579
2004,2.3049,0,12,90,6.3199
1972,2.3333,0,8,120,5.65789
2000,2.3455,0,9.33333333333333,30,6.82877
2004,1.1304,0,12,30,6.90223
2004,1.5,0,8,30,5.90857
2003,1.2222,0,8,10,4.97436
1985,1,0,6,30,5.62314
2004,4.3079,2,13.8888888888889,180,7.88184
1904,2.04,0,8.66666666666667,30,6.96547
2003,1.6667,0,5,5,5.13136
2004,1.6667,0,8,30,5.05069
2001,0,0,6,45,4.24167
1996,1.6,0,4.33333333333333,30,5.36477
1979,1.1081,0,3.08333333333333,10,4.3999
1995,1.3333,0,4,30,5.15689
2004,1.2923,0,9,30,6.13196
1979,4.5385,0,16,6000,7.88962
2004,3.3077,0,14,60,7.52273
1997,1.2143,0,13.5,30,6.73691
2006,2.8387,0,12,240,6.14082
2004,1.1429,0,3,10,5.75102
2003,1.3235,0,3.875,5,6.27737
2004,3.2727,0,14.6666666666667,240,7.99667
2002,3.1429,0,12,240,7.15609
1975,1,0,3.5,20,4.96067
1977,1,0,4,20,5.06571
2004,4.2553,0,14.6666666666667,4500,7.60026
1972,2.3,0,14,180,7.01765
2004,1.2222,0,8,10,5.00716
2006,1.56,0,8,30,5.44937
2006,2.6149,3,9,60,6.06444
2004,2.9286,0,16,240,6.71111
2004,2.6027,0,10,15,6.78529
2004,1.7526,0,8.16666666666667,30,6.19308
2004,1.8329,4,7.875,45,6.47568
2003,3,0,12,180,6.88125
2001,1.2414,0,4.66666666666667,30,5.8127
1663,2.0294,0,10.5,60,6.44318
2004,2.1887,0,12,45,6.13866
1989,3.2759,0,12,45,7.15762
2004,1.125,0,10,30,5.69899
2004,1.5,0,6,20,6.22907
2004,3.5075,0,15.3333333333333,60,6.49904
2001,2.8333,0,12,90,6.7485
1999,2.8,0,12,180,5.98548
1977,1,0,2.66666666666667,25,4.58202
2004,2.0816,0,7.5,45,5.70568
1996,3.5,0,16,0,6.05151
2004,3.375,0,14,180,7.8673
2003,1,0,4,15,5.15873
2004,1.1667,0,5,0,4.26618
2004,1,0,2.4,15,5.76173
2004,3.2857,0,12,0,5.79861
2004,2.7778,0,14.6666666666667,120,6.68724
2006,3.1163,0,12.6666666666667,180,6.38861
1994,1.9394,0,8.66666666666667,60,5.56507
2003,1,0,3,10,5.34535
2004,1.4783,0,13.5,40,5.96451
1994,1.125,0,8,20,6.62309
1988,1.3636,0,3,10,4.43929
2008,1.2857,0,7.25,15,6.04549
2002,1.3571,0,12,60,6.71029
2004,1.875,0,10,60,5.52378
1987,3.8125,0,16,1800,7.32708
2004,1.4595,0,8,40,6.23428
2001,4.3889,0,15.3333333333333,4500,8.15747
2004,2.6364,0,9,75,6.02368
2004,2.5077,4,11.7142857142857,60,6.64209
2003,1.6667,0,8,10,5.42081
1998,3.5,0,16.5,180,6.58289
1981,2.75,0,16,1500,6.61667
1961,3,0,12,120,5.81667
2005,3.0055,4,11.8461538461538,100,7.06321
2004,2.7857,0,10,90,7.08077
2004,1.0714,0,6,10,5.48789
500,1.3333,0,5.6,30,5.75045
1986,1,0,6,15,3.67007
2003,1.9259,0,14,30,5.9584
1990,1.5,0,8,10,5.27208
2006,2.3729,0,14,300,7.17076
1687,1.5149,0,7,15,4.40165
1947,1.5556,0,9,15,5.37279
2004,1.8833,0,8,30,5.93803
2004,2.3425,0,10.6666666666667,60,5.91769
2004,2.3976,0,12,90,6.51496
2004,1.7143,0,18,30,5.73803
2004,2.8235,0,14.6666666666667,120,6.77606
2004,3.4213,4,13.5,90,6.87409
2003,2.2857,0,18,60,4.5411
2001,1.2,0,18,60,5.70308
2004,1.625,0,14.5,60,3.69504
2004,1.7658,4,9.8,30,6.72067
2004,1.4167,0,10,30,5.7004
1983,3,0,15,180,6.88571
2005,3.9868,0,15.8,1800,7.40399
2004,1.4211,0,4.125,10,6.2843
1975,1.7778,0,13,120,6.45
2004,2.4308,0,12,75,7.12221
2004,3.51,4,12,90,6.9725
1989,3.5,0,16,0,7.01613
2004,1,0,3,10,5.37301
1976,2.1875,0,13,120,6.28092
1976,2.0909,0,16,120,4.7907
1975,2.4444,0,16,120,6.50545
1975,2.3846,0,16,120,6.86162
1975,2.2727,0,14.6666666666667,120,5.67969
2005,4,0,14,240,6.77257
2004,2.0938,0,10,30,6.12123
2003,1.5,0,18,60,4.78205
2002,2.75,0,16,90,7.575
2004,1.4118,0,15.5,90,5.12526
2004,2,0,6,60,6.72927
1993,1.6316,0,11,45,5.53448
2004,2.898,0,13,90,6.08769
1974,3.4545,0,15.6666666666667,480,6.90096
2004,2.04,0,11,120,6.5507
2004,2.8333,0,14,0,6.94167
1979,3.8333,0,18,2400,7.11951
1938,1.1111,0,5,30,5.44844
2005,3.1915,0,14,300,7.07667
1993,1.2,0,8,20,6.06918
1996,1,0,4.5,5,6.41346
2004,1,0,8,10,6.44848
2004,1.4545,0,9,30,5.7823
2004,1,0,5,10,5.62895
2004,2.5,0,12,90,6.02544
1993,1.25,0,5,20,5.50982
2004,1.3034,0,7,30,6.25474
1986,1.5,0,8.66666666666667,60,6.01218
2005,1.7108,0,14,5,6.04814
2004,1.1154,0,5,20,6.29695
2004,1.3043,0,8,20,6.12083
2004,1.2308,0,5.28571428571429,20,6.35401
2004,1.0556,0,3,20,4.58917
2004,3.1429,0,8,45,6.90323
2005,2.8657,0,14,360,7.41176
1999,3.198,0,15,300,7.49999
2004,1.8889,0,16,30,7.01875
2004,1.0938,0,7.71428571428571,15,5.60462
2006,2.6927,2,10.984375,60,7.7747
2004,2,0,8,50,5.24839
1993,1.5,0,7.6,15,6.18372
2004,1.4,0,17,45,5.36029
2004,1.4186,0,10,30,5.47684
2004,1.1818,0,7,45,5.81522
1960,2.8333,0,9,10,7.38556
2004,1.1818,0,8,60,5.73541
2003,1.1447,0,5.05882352941176,30,6.95977
2004,2.6875,0,11.5,180,6.10074
2004,1.8,0,8,30,4.49189
1995,2.4444,0,14.6666666666667,300,6.85526
1983,3.1429,0,16,0,5.74242
2002,2.5714,0,12,60,6.77155
2002,1,0,4,10,5.0726
2000,1.5161,0,8.33333333333333,30,5.54027
2004,1.5,0,8,30,4.28425
1985,3.5,0,14.6666666666667,180,7.10667
2004,3,0,12,120,6.63558
2002,2.125,0,16,120,6.65632
1970,1.1111,0,3.25,15,5.39563
1995,2.3333,0,14,0,5.73646
2005,1.3704,0,3,20,5.86935
1982,4.3333,0,12,180,7.06625
1995,3.4706,0,16,180,6.89094
1997,2.6,0,14,120,6.365
2005,1.8,0,7,35,4.93079
2005,1.3137,0,12.8,60,5.35588
1983,2,0,8,45,4.47778
1993,3.4,0,16,360,6.51961
1970,2.5,0,10,60,5.56098
1988,1,0,5.5,0,4.8
2001,3.4468,0,10,60,7.59696
1999,2,0,12,180,5.625
2005,2.7255,0,13.5555555555556,180,6.87017
2004,2.6364,0,14,90,6.75941
2008,2.8571,0,13.3333333333333,120,6.37158
2002,1.4,0,8,0,4.5382
2004,1.9286,0,8,20,6.61087
1997,1.3333,0,18,20,5.33623
2004,2.125,0,16,120,7.61452
2004,1.5,0,10,23,6.30596
2006,3.0671,4,11.4285714285714,120,6.37746
1996,3.2222,0,16,600,7.03043
2005,2.1,0,12.5,30,7.21261
1986,3.3333,0,16,1500,7.23404
2004,1.6,0,10,20,5.62353
1975,1.2857,0,8,20,6.59077
2004,1.35,0,10,60,5.63364
2006,2,0,8,30,4.70814
2005,1.5056,0,9.33333333333333,60,5.48285
2005,1.9317,4,8.16597510373444,60,7.5447
2005,2.4043,0,10.5,90,6.48779
2005,2.2075,0,10,120,6.02117
2005,1.7647,0,10,120,5.43598
2005,1.9118,0,8.66666666666667,90,5.92103
2005,2.5664,6,10.2298850574713,80,7.11308
2005,1.3585,0,14.6,30,5.19409
1985,1.1667,0,10,2,6.05113
2004,2.4706,0,12,60,6.80806
2001,2.5833,0,14,30,7.92222
2003,2.3333,0,16,120,6.42424
1998,1.3636,0,8,60,5.86247
2004,1.5417,0,8.66666666666667,30,5.16069
1970,1.25,0,8,30,5.76842
2004,1.4,0,8,30,5.58892
2005,3.7978,0,13.6666666666667,180,7.95728
2004,1,0,7,15,5.56866
1995,2.7273,0,16,120,7.7598
2005,1.2444,0,7,20,5.77395
2005,2.1429,0,9,50,6.32955
2004,1.6,0,5,30,5.67121
2003,3.4,0,16,120,6.15152
2005,1.5185,0,6.5,30,6.1182
2005,1.9091,0,8.28571428571429,45,6.71607
2002,1,0,3,30,3.7871
2005,2.2597,0,10,45,5.78363
2004,1.125,0,6,60,4.76389
2001,2.4545,0,8,30,6.55294
2000,2.3333,0,12,120,5.28571
2003,1.8571,0,9,15,6.54158
1992,2.5,0,16,360,6.42867
1992,2.8571,0,16,120,6.46918
1975,1,0,8,30,6.15244
2004,2.5833,0,10,45,7.29351
2005,1.9091,0,10,45,6.47424
2002,1.3333,0,3,15,5.65625
1983,2.4,0,8,30,5.95731
1989,1,0,10,45,6.79024
2001,1.1176,0,14,30,6.10519
1975,3.875,0,16,1000,7.80625
1992,4.2,0,16,180,6.93684
2003,1.4817,3,7.45454545454545,20,6.61225
2005,1.2222,0,6.33333333333333,20,5.72056
2005,2.06,4,10,60,6.54138
2005,2.2325,4,9.12121212121212,90,7.21554
2005,2.3571,5,10.6,75,7.16859
2008,3.8333,0,15.0555555555556,2400,8.25088
1999,1,0,5.5,15,4.88965
1999,1.1429,0,4,30,6.13056
2004,1.0476,0,10,30,6.41556
2005,3,0,16,960,6.7451
2004,1.2,0,8,15,5.41818
1992,3.1667,0,15,240,7.22903
2005,1.25,0,7,30,5.95078
2004,1.1935,0,5.75,30,6.15238
1995,2.8,0,14,0,6.55263
2005,3,0,12,180,7.10811
2005,2.6818,0,14,180,6.88042
2004,0,0,10,60,4.9
2003,1.6056,0,9.14285714285714,15,6.15011
2004,2.75,0,16,180,6.13588
1988,1,0,4.5,15,4.99386
2005,2.3344,4,11.1111111111111,45,6.62227
2005,1.7192,2,8,30,6.74174
2005,1.1122,6,5.66666666666667,30,6.82644
1988,1,0,3,30,5.57333
1796,1.1286,0,11.6,1,3.37668
1994,1,0,3,15,5.60577
1978,1,0,3,15,4.13095
2005,2.6456,4,10.9090909090909,60,6.90629
1985,2.5,0,9,120,5.70845
1986,1,0,5,45,4.01562
1977,2,0,8,0,5.57647
1975,1.2381,0,6,30,5.59932
2004,1.3333,0,8,5,5.76015
1930,2.625,0,10,20,6.61692
2002,1.55,0,11,30,5.76326
1986,1.7778,0,6,0,5.2137
2005,1.7,0,10,30,4.34453
2003,1.375,0,12,45,5.26228
2005,2.0342,4,9.63636363636364,60,6.98504
2005,1.1536,4,6.65454545454545,20,6.56408
2005,4.3542,0,15.8571428571429,360,7.58606
2004,2.6522,0,12.8,150,7.44513
2004,1.619,0,5.5,30,5.55438
2005,3.1977,0,13.75,120,7.39349
1984,2,0,8,60,4.72297
1910,1.3333,0,3,45,4.00091
2003,2,0,4,30,4.38409
1996,2.8333,0,14,0,5.67188
1887,1.4148,0,7.77777777777778,60,5.7991
2005,1.3061,0,10,15,5.52349
1600,1.4928,0,5.75,30,6.58389
2005,1.7778,0,8,15,6.21564
2005,1.9595,0,10,20,7.13526
2007,2.4881,4,12.3333333333333,90,6.94966
1987,1.2857,0,6,20,5.79787
2004,3.1705,2,11.7241379310345,120,7.85206
2005,3.5777,4,13.5536723163842,240,7.25155
1998,4,0,12,480,7.37778
2000,1.3333,0,10,30,5.38684
2004,3.7,0,14,120,7.58129
2000,3.5333,0,12,180,7.5149
1994,2.6,0,16,240,7.52273
2005,1.0889,0,7.71428571428571,30,6.00235
1978,1.6667,0,8,1,5.121
2002,1.2,0,9.33333333333333,30,7.86667
2005,1.125,0,2,30,5.40408
1986,2.1875,0,10,30,8.17121
1984,1,0,3.5,30,4.26291
2005,2,0,12,30,5.42281
2005,1.1364,0,4,30,6.14225
2005,1.2676,0,6.4,20,5.79432
2005,1.7692,0,10,20,6.23691
2005,1.2778,0,5.5,30,5.41692
1994,1,0,4,30,5.31534
2005,2.1132,0,16,90,6.51342
1982,3.125,0,16,600,7.35789
2005,2.1111,0,8,45,6.59649
1975,2.2,0,16,120,6.69659
1977,2.4167,0,16,120,6.64627
1981,2.3214,0,11.6666666666667,120,5.58575
2004,1.8462,0,12,30,6.68809
2005,1.9304,0,8,30,6.48922
2005,1.3778,0,7,40,5.35326
1890,1,0,4,10,4.64348
1984,1,0,6,30,4.83437
2005,1.408,5,6.92307692307692,20,6.64446
1982,3.2727,0,16,240,6.54817
1982,2.5556,0,14.6666666666667,120,6.65429
2009,1.64,0,7,45,6.26156
1982,1.8333,0,10,120,7.04714
2015,2.6667,0,16,360,6.81778
2005,1.0179,0,5.2,10,6.11953
2005,2.274,5,16.3,60,6.51013
2005,1,0,8,20,5.78333
2005,1.2,0,4.5,15,6.0488
2005,1.4659,0,7.2,50,6.14544
1953,1.2222,0,3,1,4.22225
2004,2.3333,0,8,30,6.22344
2005,1.6918,2,5.73684210526316,15,6.83618
1991,1,0,4,10,3.3766
1976,1.25,0,4,45,5.43333
2005,2.2115,0,8,60,6.30014
1965,2.322,0,12.6666666666667,120,6.15456
2002,2.4545,0,16,60,7.53
2001,2.625,0,16,60,7.40556
1995,1.1429,0,5,30,4.30574
2010,3.3077,0,15.3333333333333,0,8.11458
2003,1,0,3,15,5.8525
2005,2.0087,2,9.68,45,6.76286
2005,1.4609,0,7.33333333333333,30,6.29732
2005,2.2429,0,11,45,5.36975
2005,1.6218,0,8,45,5.55032
2005,2.1333,0,9.33333333333333,60,5.56267
2005,1.2,0,12,60,3.97381
2005,3.2353,0,14,120,7.04008
1992,1.3333,0,6,30,6.94737
2005,1.1429,0,6,30,5.00349
2004,1.1429,0,5.66666666666667,30,6.0754
1986,2,0,8,60,6.49197
1978,2,0,15.3333333333333,240,6.4375
2004,1.0446,4,5.65217391304348,45,7.19302
2005,1.9435,6,13.3333333333333,60,6.63305
2005,2.7143,0,12,120,7.07368
2005,3.3846,0,12,120,7.06607
2005,2.8125,0,13.3333333333333,120,7.0343
2005,2.7742,0,10.6666666666667,120,7.41293
2004,1.0833,0,5.5,30,4.77166
2002,1.75,0,14,30,6.21935
2005,2.625,0,15,240,7.11246
1999,2.6667,0,16,120,6.07907
2004,1,0,5,30,5.07935
2005,2.25,0,10,30,5.40409
1970,2,0,8,0,7.32533
1988,1.5,0,8,0,5.94479
2005,1.8378,0,10.6666666666667,90,5.86861
1824,3.6667,0,15,300,8.23529
1997,2.25,0,16,0,6.22286
1996,3.2,0,16,240,7.38679
2003,1.5249,4,6.25,25,6.70264
1999,1,0,3,15,4.95943
2005,2.5277,0,8.66666666666667,20,6.51479
2004,1.2344,4,5.85294117647059,20,6.67151
1866,1.1429,0,5,10,3.43597
1982,3.25,0,15.3333333333333,480,5.43182
2004,1.375,0,4.5,10,5.67556
2005,1.1949,5,8.61538461538461,30,6.45011
2005,1.0667,0,5,20,5.10741
2005,1.1053,0,7.53846153846154,20,6.13304
1980,3.5714,0,16,400,8.24103
2005,1.0559,4,5.03614457831325,20,6.4777
1975,1.5,0,8.66666666666667,30,6.35258
2005,1.434,0,5.5,10,5.88588
1939,2.1275,4,10.2857142857143,45,6.38478
1889,1.6216,0,4.66666666666667,15,4.71128
2005,1.5938,0,11.5,30,5.7685
2002,3.5714,0,14,90,6.2327
2005,3.0221,5,11.5555555555556,120,7.6893
2004,2.0635,0,8.33333333333333,30,5.57209
1984,3.0769,0,16,90,6.73256
2004,1.4167,0,10,35,6.05208
2006,2.7964,4,11.1428571428571,120,6.47766
2004,1.1071,0,2.86666666666667,15,6.46317
2005,1.7755,0,9,30,5.57036
1900,2,0,10,60,6.61212
2005,1.9333,0,10,45,6.27339
2007,1.129,0,18,20,5.71148
2005,3.5082,4,12.1071428571429,180,6.68012
2005,3.3409,5,11.3020833333333,240,7.29671
2004,1.16,0,3,30,6.16048
2005,2.8889,0,9,240,7.7695
2005,1.3116,4,6.9047619047619,30,6.48321
2005,1.2564,0,5,10,6.12447
2002,2.4444,0,10,15,6.20946
2005,1.0422,4,3.47191011235955,15,6.81269
1949,2,0,8,30,6.2375
2008,2.6286,0,13.5,180,6.40112
2006,4.1755,6,15.0576923076923,360,7.90917
2006,3.6599,0,13,600,7.41568
2006,4.0426,0,17.5,300,7.66922
2005,2.7826,0,12.6666666666667,90,7.04938
2008,2.11,2,10.5,60,7.29571
2005,2.85,0,10.5,240,6.9035
2005,3.9549,4,13.4117647058824,240,7.94817
2005,2.6583,0,8.5,45,7.9096
2005,1.9677,0,12,30,5.92571
2005,2.2547,5,10.5333333333333,60,6.35392
2016,2.5,0,10,90,6.03133
2005,1.2667,0,16,25,4.52467
2006,2.3333,0,12,120,6.48571
2007,1.6081,0,10,60,6.17919
2005,3.3902,0,14.25,120,7.31849
2005,1.5152,0,9.33333333333333,60,5.62598
2005,2.4615,0,13,30,6.36728
1889,2.1667,0,8.66666666666667,60,6.63423
1991,2.5294,0,12,120,6.83699
2005,1.2667,0,9.33333333333333,25,5.83574
1981,3.5385,0,14,240,7.769
1943,1.1442,0,5.75862068965517,20,5.73152
2005,1,0,10,20,4.81944
2005,1.3,0,5,15,5.69289
1967,2,0,5,15,5.2
1983,2.5556,0,16,240,7.1525
1991,3.125,0,14.4,0,7.125
2005,1.2857,0,5.8,20,6.03314
1989,3.875,0,16,480,6.97872
2005,3.6038,0,14.5,300,7.67858
2005,4.1818,0,18,300,7.45896
1979,2.5714,0,15,0,7.22333
2005,1.6923,0,6,15,4.99734
1968,3,0,12,60,6.67865
2004,1,0,5,20,5.67455
1990,1.1667,0,8,30,5.40561
2003,1.1111,0,8,30,5.98502
2005,1.2683,0,8,30,5.40442
2005,3.0633,6,11,240,6.72947
2004,3,0,11,240,7.17761
2003,1.5833,0,6.8,5,5.74909
1900,1,0,4,20,4.8175
2005,2.25,0,8,30,6.33839
2002,1.1875,0,4,1,5.55474
1965,1.8,0,10,60,7.07
1979,1.3333,0,8,30,5.22941
1986,4.4545,0,14,240,6.44792
2004,3.0351,0,7.33333333333333,90,6.80566
2001,3.3529,0,16.5,180,5.8536
2005,1.2333,0,6.5,30,5.71437
2005,1.8408,0,9,90,5.97921
1996,1.5,0,8,20,5.55114
2005,2.0076,0,9.75,60,6.2706
2005,1.2125,0,5.54545454545455,20,5.64292
2004,3.4167,0,13,360,7.95
1995,3.8462,0,13,720,7.04957
1988,2.1667,0,9,45,6.28649
1987,1.5,0,15,0,6.21875
2001,1.3929,0,11,30,6.85005
1999,1.5,0,10,30,6.83333
2002,0,0,6,20,5.87348
2005,4.4,0,12,240,6.97222
2005,1,0,4,20,5.99545
2005,1.1579,0,4.33333333333333,20,5.64827
2004,1.5882,0,15.3333333333333,40,4.66455
1969,2.4286,0,13,60,6.75658
2005,2.2971,0,10.5,60,6.5212
1997,4,0,12.6666666666667,180,7.53465
2005,2.2,0,10,30,6.58237
2004,2.04,0,8,60,7.18022
1998,1.4074,0,10,30,6.73204
2003,1,0,3,1,1.49149
2004,1.5,0,14,30,6.30168
2005,2.9231,0,12,300,6.69102
1970,1.3333,0,6,60,5
2005,1.1795,0,5.25,30,5.48268
1998,1.6923,0,11,30,6.83701
1996,1.3333,0,8,120,4.92672
2007,3.6477,2,13.6,180,7.9829
2005,2.2872,3,10,45,6.98522
2005,3.1304,0,12,240,7.42738
1990,1,0,3.75,20,5.65
1800,1.4,0,7.5,30,6.29366
2005,1.92,0,9,45,5.76923
1978,2.8,0,16,0,5.72258
1986,1.6667,0,6,30,5.43968
2004,1.1667,0,5,0,5.425
2002,3.1,0,12,120,7.71795
2005,3.0143,0,12.6666666666667,120,6.32305
2005,2,0,8,30,6.92647
2005,2.3178,4,10.9285714285714,60,6.90308
2005,1.3333,0,3.5,20,5.60545
2003,1.9444,0,8,30,5.74144
2004,2.1875,0,9,30,5.97543
2005,2.0448,0,8,40,6.61096
2006,2.2424,0,10,60,5.89111
2006,1.8205,0,10,30,6.07235
1993,2.6667,0,12,120,7.23864
2002,3.625,0,14,180,7.3283
1990,2.5,0,10,120,6.85816
2005,1.2558,0,8.4,15,5.90904
1980,3.5,0,16,0,7.40323
2012,1.7143,0,8,60,6.29085
2005,4.6207,0,17,240,7.46618
2005,3.0565,0,14,60,7.39853
1988,1,0,4.5,15,5.28812
1980,3.6,0,16,0,7.25
1973,1.4688,0,8.66666666666667,15,6.36438
2005,3.8387,0,13,210,7.80678
2004,1.1111,0,3,10,5.41863
1985,2,0,10.5,90,5.54369
2008,2.4177,0,8.66666666666667,60,6.87509
1980,2.6667,0,16,0,6.79245
1942,1,0,4,10,6.64902
2005,1,0,10,15,4.59375
2005,1.4286,0,9,30,5.64859
2005,2.5833,0,13,60,5.68679
1994,2.6,0,12,0,4.37059
2005,2,0,10,45,6.72551
1971,3.2222,0,12,30,8.02632
2005,3.8022,3,12.6962962962963,150,7.75353
2008,4.5,0,15.7272727272727,480,7.69771
2005,2.65,0,15,90,7.24815
1935,1.5714,0,10,60,4.6875
1992,1.875,0,14,180,6.26569
2005,2,0,12,30,7.30411
1955,1,0,5,30,4.44165
1996,1,0,6,0,4.62625
1899,2.6667,0,9,50,6.77273
1960,1.2778,0,4,45,4.6433
2005,2.75,0,14,60,7.38837
2005,1.2,0,8,60,4.88771
2004,1.5714,0,6,10,6.63405
1995,3,0,7,90,6.96078
2005,1.3005,5,9.95238095238095,30,5.87005
2006,2.1429,0,12,180,7.01816
1992,2,0,6,45,6.70395
2005,2.0986,0,9.8,30,7.05765
2006,3.7843,0,15,300,7.75952
2006,3.6071,0,9.75,300,6.55847
2008,3.3115,0,13.5,240,7.6207
2005,1.6316,0,12,90,5.00165
1964,1,0,4.5,15,4.87533
2002,1,0,9,45,5.68699
2005,3.3077,0,14,480,6.90678
1982,2.6667,0,14,240,5.88259
2005,2.0556,0,13,60,7.29781
1998,1.2,0,12,30,5.82121
2002,1.2,0,6,45,5.80688
1985,2.8667,0,10,120,7.08706
2004,1.2857,6,12.5384615384615,20,6.02768
2017,1,0,6,15,5.21527
2000,2.5833,0,11.3333333333333,15,6.78593
2000,1.3333,0,8,60,4.81282
2005,2.1948,2,9.21428571428571,30,7.48034
2005,2.0833,0,10,60,5.943
1984,2,0,12,0,5.786
2005,1.1111,0,10,20,6.21356
2005,2.2231,4,9.92307692307692,45,6.36334
2005,2.4286,0,13.3333333333333,120,5.69762
2004,1.0909,0,3.66666666666667,20,5.97632
2004,1.1333,0,4.5,5,6.40513
2005,3.2381,0,16,120,7.13245
2005,1.697,0,6,180,4.97976
2005,1.2941,0,8,15,5.57223
1934,1,0,5,30,3.33396
2005,3.7273,0,16,300,5.75581
2001,1.6,0,11,0,5.56364
2006,2.8229,0,12,100,5.94098
2005,3.3364,0,13.2,90,6.15618
2005,2.5714,0,16,360,5.97326
2015,1.3214,0,6.66666666666667,25,5.88799
2005,1.7536,0,12,60,5.97555
2005,1.3051,0,10,45,5.80374
2005,1.8,0,10,60,6.27333
2005,2.4444,0,11.3333333333333,90,6.18497
1982,1.6,0,12,90,5.61627
2005,2.8371,0,10.9230769230769,60,6.95349
1992,3.2222,0,16,30,7.29688
2003,1.4211,0,12.4,60,5.37077
2005,1.75,0,12,60,5.59731
2005,1,0,8,15,5.70109
2005,2.3333,0,10,30,6.35667
2005,2.1429,0,12,20,5.61919
2005,1,0,7,20,5.64153
2005,2.4688,0,8,60,6.41495
2005,1.75,0,12,120,4.70029
2005,2.6299,4,10.3478260869565,90,6.93148
2005,1.5185,0,8,40,5.52348
2006,1.4091,0,10,20,5.42936
2004,3.1429,0,15,120,7.56333
2007,2.875,0,12.6666666666667,75,7.14786
2004,1.9362,0,10,20,6.82621
2005,2.05,0,10.6666666666667,60,6.31646
2005,1.7083,0,10,30,6.58684
2005,1.2753,6,10.3611111111111,30,6.57288
2002,1.6667,0,10,40,4.35775
2005,2.4394,0,9.33333333333333,45,6.50631
2005,1.5,0,8,90,6.02587
2005,3.4641,0,13,180,6.79115
1994,1,0,6,0,5.41538
2005,3.5,0,13,90,7.05145
1983,1.8571,0,16,60,6.17778
2005,2.1374,0,10,60,6.6867
2005,1.2797,0,10.9166666666667,60,5.23869
2004,1.0667,0,3.6,10,5.66425
2005,2.6923,0,10,60,6.12195
2005,3,0,12,90,6.41667
2005,2.7278,0,12.5,45,6.08033
2005,1.5,0,10,75,5.04286
2003,1.8855,0,7.6,30,6.79933
1936,4,0,10,40,6.98571
2005,2.3333,0,8,120,4.95409
2006,1.8182,0,8,90,6.11326
2000,2.0833,0,14,40,5.25143
1980,1.5,0,10,20,5.374
2005,1.3235,0,10,15,5.4
1974,1,0,8,60,6.21087
2005,1.7391,0,13,60,4.99987
2005,2.7282,4,10.5,90,6.61772
2005,3,0,14,60,5.89595
2005,2.2857,0,12.6666666666667,60,6.46001
2003,2.9375,0,12.6428571428571,60,7.29623
2006,2.1667,0,10,30,5.56716
2005,2.0909,0,12,30,6.21897
2005,1.6,0,8,60,5.25554
2005,2,0,8.66666666666667,30,5.80753
2005,2.9968,5,11.5238095238095,120,7.0836
2005,1,0,4.5,30,2.783
2005,1.5,0,10,180,5.48906
2006,2.5645,2,12.8,360,7.68196
2005,2.4038,0,9,50,6.5607
2004,2.125,0,12,35,6.39423
2006,2.5838,0,10.8571428571429,20,6.71067
2005,2.8344,0,11,60,6.42214
2005,1.7714,0,7,30,5.98915
2005,2.25,0,6,90,6.4663
2004,2.1154,0,11,30,6.29989
2006,2.0417,0,8,30,5.81234
1982,1.875,0,8,120,7.38333
2004,2,0,12,45,5.43182
2006,2.3396,0,12,180,6.49861
2005,1.3913,0,12,40,5.78214
2005,2.3704,0,10,120,5.88042
2005,2.741,0,9.33333333333333,30,6.78592
2003,3.1,0,12,90,7.17309
2005,2.2308,0,12,30,6.33374
2005,3.974,4,14.3076923076923,240,7.8636
2005,2,0,10,90,6.20952
2005,1.4444,0,9.33333333333333,45,5.58638
1995,2.4483,0,9.5,20,6.53382
1972,1,0,3.66666666666667,20,4.81718
1996,1,0,3.33333333333333,20,4.58742
2005,1.8439,0,6.85,5,6.38231
2005,3.3922,0,12.75,60,7.43152
2005,2.9256,4,12.4583333333333,60,7.48674
2005,1.1026,0,5,20,5.7305
2005,1.7302,0,9,30,5.97037
2005,1.3333,0,14,45,4.88706
1997,1.75,0,12,120,7.3875
1992,1.9231,0,10,20,5.36355
1969,2.2,0,6,20,5.55
2004,2.2308,0,5,60,6.28782
2005,2.21,0,10.2,45,6.25775
2006,1.9485,0,8.4,60,6.4325
2004,1,0,5,10,6.03143
2005,2.0127,0,8.44444444444444,45,6.11494
2005,1.2632,0,8,45,4.63419
2005,2.75,0,16,90,5.38965
2006,2.8947,0,11,90,6.88529
2005,1.1193,0,4.5,20,6.65851
2005,2.1108,2,10.7142857142857,30,6.87124
2006,2.2579,2,9.8,45,6.41558
2005,1.1111,0,4.5,30,5.92871
2005,2.2,0,10,30,6.41915
2005,1.72,0,10,30,5.16262
2005,1.4167,0,10,30,6.28211
2005,2.75,0,8,30,6.88377
2005,2.0526,0,12,180,6.29466
2008,3.3878,0,14,360,6.92567
2007,2.5854,0,11.25,240,7.3953
2008,2.0169,0,11.2,120,6.65277
